title,entities,Genre,Artist,Image URL,Permalink
「江戸名所道戯盡」「十四」「芝赤羽はしの雪中」,"[(1, 3, 'PLACE'), (14, 19, 'PLACE')]", 江戸  名所案内記  図絵, 広景,https://data.ukiyo-e.org/metro/images/025-C003-015.jpg,https://www.dh-jac.net/db/nishikie/025-C003-015/2021d7/
「江戸名所道戯盡」「十六」「王子狐火」,"[(1, 3, 'PLACE')]", 江戸  名所案内記  図絵, 広景,https://data.ukiyo-e.org/metro/images/025-C003-017.jpg,https://www.dh-jac.net/db/nishikie/025-C003-017/2021d7/
「江戸名所道化盡」「十七」「通壹丁目祇園會」,"[(1, 3, 'PLACE'), (14, 20, 'PLACE')]", 江戸  名所案内記  図絵, 広景,https://data.ukiyo-e.org/metro/images/025-C003-018.jpg,https://www.dh-jac.net/db/nishikie/025-C003-018/2021d7/
「江戸名所道外盡」「二十」「道灌山虫聞」,"[(1, 3, 'PLACE'), (14, 17, 'PLACE')]", 江戸  名所案内記  図絵  , 広景,https://data.ukiyo-e.org/metro/images/025-C003-021.jpg,https://www.dh-jac.net/db/nishikie/025-C003-021/2021d7/
「江戸名所道外盡」「廿四」「数寄屋かし」,"[(1, 3, 'PLACE'), (14, 19, 'PLACE')]", 江戸  名所案内記  図絵 , 広景,https://data.ukiyo-e.org/metro/images/025-C003-025.jpg,https://www.dh-jac.net/db/nishikie/025-C003-025/2021d7/
「江戸名所道戯盡」「三十五」「吾嬬の森梅見もとり」,"[(1, 3, 'PLACE'), (14, 17, 'PLACE')]", 江戸  名所案内記  図絵, 広景,https://data.ukiyo-e.org/metro/images/025-C003-036.jpg,https://www.dh-jac.net/db/nishikie/025-C003-036/2021d7/
「江戸名所張交図會」「浅草金龍山」「三囲」「雷門」「すみた川」「向嶋花屋鋪」,"[(1, 3, 'PLACE'), (11, 16, 'PLACE'), (18, 20, 'PLACE'), (22, 24, 'PLACE'), (26, 30, 'PLACE'), (32, 37, 'PLACE')]", 江戸  名所案内記  図絵, 広重,https://data.ukiyo-e.org/metro/images/025-C004.jpg,https://www.dh-jac.net/db/nishikie/025-C004/2021d7/
「江戸廼花名勝會」「五番組」「ま」「赤坂」「赤坂奴凧平　尾上多見蔵」「赤坂御門外」,"[(1, 3, 'PLACE'), (18, 20, 'PLACE'), (22, 24, 'PLACE'), (35, 37, 'PLACE')]", 江戸  名所  品物,豊国,https://data.ukiyo-e.org/metro/images/026-C001-004.jpg,https://www.dh-jac.net/db/nishikie/026-C001-004/2021d7/
「江戸の華名勝會」「五番組」「ま」「三河臺」「三河臺　氷川神社」「関東小六　市川市蔵」,"[(1, 3, 'PLACE'), (18, 21, 'PLACE'), (23, 26, 'PLACE'), (27, 31, 'PLACE')]", 江戸  名所  品物, 春海、豊国,https://data.ukiyo-e.org/metro/images/026-C001-010.jpg,https://www.dh-jac.net/db/nishikie/026-C001-010/2021d7/
「東京名所四十八景　日本はし夕けしき」,"[(1, 3, 'PLACE'), (10, 14, 'PLACE')]",,昇斎一景,https://data.ukiyo-e.org/metro/images/035-077-01.jpg,https://www.dh-jac.net/db/nishikie/035-077-01/2021d7/
「東京名所四十八景」「神田明神社内年の市」,"[(1, 3, 'PLACE'), (11, 16, 'PLACE'), (16, 20, 'PLACE')]",,昇斎一景,https://data.ukiyo-e.org/metro/images/035-077-04.jpg,https://www.dh-jac.net/db/nishikie/035-077-04/2021d7/
「東京名所四十八景　谷中諏訪の社廿六夜まち」,"[(1, 3, 'PLACE'), (12, 16, 'PLACE')]",,昇斎一景,https://data.ukiyo-e.org/metro/images/035-077-07.jpg,https://www.dh-jac.net/db/nishikie/035-077-07/2021d7/
